SalePrice,GrLivArea,LotArea,OverallQual,KitchenQual,CentralAir,HeatingQC,PavedDrive,Neighborhood,YearBuilt
170000,1779,17920,5,TA,Y,TA,Y,Sawyer,1955
127000,1040,6897,5,TA,Y,Ex,Y,Sawyer,1962
147000,1026,10970,6,TA,Y,TA,Y,CollgCr,1978
174000,1481,8125,6,TA,Y,Gd,Y,Gilbert,1994
152000,1370,10400,7,TA,Y,TA,Y,NWAmes,1976
250000,2654,11029,6,Gd,Y,TA,Y,NWAmes,1968
189950,1426,7642,7,Gd,Y,Gd,Y,Crawfor,1918
131500,1039,11625,5,TA,Y,Ex,Y,Sawyer,1965
152000,1097,9672,6,TA,Y,TA,Y,SawyerW,1984
132500,1148,7931,5,TA,Y,TA,Y,NAmes,1959
250580,1372,8640,7,Gd,Y,Ex,Y,Somerst,2007
148500,1002,8750,5,TA,Y,TA,Y,NAmes,1970
248900,1646,10656,8,Gd,Y,Ex,Y,Timber,2006
129000,1120,6970,4,Fa,Y,TA,Y,Sawyer,1961
169000,2320,14762,5,TA,Y,Gd,P,Gilbert,1948
236000,1949,9938,7,Gd,Y,Ex,Y,SawyerW,1993
109500,894,6600,5,TA,N,Gd,Y,NAmes,1962
200500,1682,8750,6,Gd,Y,Ex,Y,CollgCr,1998
116000,910,8892,5,Gd,Y,Gd,Y,NAmes,1953
133000,1268,12144,5,TA,Y,Gd,Y,NAmes,1949
66500,1131,5720,5,TA,Y,Ex,Y,OldTown,1941
303477,2610,9000,8,Ex,Y,Ex,Y,Somerst,2007
132250,1040,25286,4,TA,Y,Gd,Y,Mitchel,1963
350000,2224,8834,9,Ex,Y,Ex,Y,NridgHt,2004
148000,1155,11782,5,Gd,Y,TA,Y,Sawyer,1961
136500,864,7000,5,TA,Y,Ex,Y,CollgCr,1978
157000,1090,7024,5,TA,Y,Gd,Y,Edwards,2005
187500,1717,13758,7,Gd,Y,Ex,Y,Timber,1990
178000,1593,9636,6,TA,Y,Gd,Y,Gilbert,1992
118500,2230,6204,4,TA,N,TA,Y,SWISU,1912
100000,892,7150,5,TA,Y,TA,Y,NAmes,1967
328900,1709,5119,9,Gd,Y,Ex,Y,Somerst,1999
145000,1712,8393,5,TA,Y,Ex,Y,NAmes,1959
135500,1393,16466,5,TA,Y,TA,Y,Edwards,1955
268000,2217,15865,8,Gd,Y,Ex,Y,NAmes,1970
149500,1505,12160,6,TA,Y,Ex,Y,NAmes,1953
122900,924,8064,5,TA,Y,Ex,Y,NAmes,1949
172500,1683,11184,6,TA,Y,Gd,Y,Sawyer,1978
154500,1068,8414,6,TA,Y,TA,Y,Sawyer,1963
165000,1383,13284,5,TA,Y,TA,Y,Sawyer,1954
118858,1535,7018,5,TA,Y,TA,Y,SawyerW,1979
140000,1796,7056,6,TA,Y,TA,Y,NAmes,1963
106500,951,8765,4,TA,N,Ex,Y,IDOTRR,1936
142953,2240,7018,5,TA,Y,TA,Y,SawyerW,1979
611657,2364,12919,9,Ex,Y,Ex,Y,NridgHt,2009
135000,1236,6993,5,TA,Y,TA,Y,Sawyer,1961
110000,858,7340,4,TA,Y,TA,Y,NAmes,1971
153000,1306,8712,5,TA,Y,TA,Y,NAmes,1957
180000,1509,7875,7,Gd,Y,Ex,Y,Gilbert,2003
240000,1670,14859,7,Gd,Y,Ex,Y,Gilbert,2006
125500,902,6173,5,TA,Y,TA,Y,Sawyer,1967
128000,1063,9920,5,TA,Y,TA,Y,NAmes,1954
255000,1636,13501,8,Gd,Y,Ex,Y,Somerst,2006
250000,2057,11500,7,Gd,Y,Gd,Y,Crawfor,1936
131000,902,8885,5,TA,Y,TA,Y,Mitchel,1983
174000,1484,12589,6,Gd,Y,Ex,Y,Gilbert,2005
154300,2274,11600,5,TA,Y,TA,Y,NAmes,1960
143500,1268,9286,5,Gd,Y,TA,Y,CollgCr,1977
88000,1015,6120,5,TA,N,TA,Y,BrkSide,1925
145000,2002,6270,5,TA,N,TA,Y,Crawfor,1949
173733,1224,3000,6,Gd,Y,Ex,Y,Somerst,2009
75000,1092,2001,4,TA,Y,Fa,Y,MeadowV,1970
35311,480,9000,2,TA,N,TA,Y,IDOTRR,1949
135000,1229,17140,4,TA,Y,Ex,Y,Edwards,1956
238000,2127,13125,7,Gd,Y,Ex,Y,SawyerW,1991
176500,1414,11029,6,TA,Y,Ex,Y,NAmes,1958
201000,1721,8462,6,Gd,Y,Ex,Y,SawyerW,1994
145900,2200,8777,5,TA,Y,Gd,N,Edwards,1900
169990,1316,10237,6,Gd,Y,Ex,Y,Gilbert,2005
193000,1617,8012,6,Gd,Y,Ex,Y,SawyerW,1993
207500,1686,10240,6,TA,Y,TA,Y,NWAmes,1980
175000,1126,15611,5,Ex,Y,TA,Y,NWAmes,1977
285000,2374,11999,8,Ex,Y,Ex,Y,NridgHt,2003
176000,1978,9900,7,TA,Y,Gd,Y,NWAmes,1968
236500,1788,11838,8,Ex,Y,Ex,Y,CollgCr,2001
222000,2236,13006,7,Gd,Y,Gd,Y,Gilbert,1997
201000,1466,8925,8,Gd,Y,Ex,Y,Timber,2007
117500,925,9100,5,TA,Y,Ex,Y,NAmes,1965
320000,1905,11670,9,Ex,Y,Ex,Y,Somerst,2006
190000,1500,8487,7,Gd,Y,Ex,Y,CollgCr,2004
242000,2069,27650,7,Gd,Y,Ex,Y,NAmes,1960
79900,747,5825,4,TA,Y,Gd,Y,BrkSide,1926
184900,1200,10083,7,Gd,Y,Ex,Y,SawyerW,2003
253000,1971,9675,7,Gd,Y,Ex,Y,Somerst,2005
239799,1962,8760,7,Gd,Y,Ex,Y,CollgCr,2006
244400,2403,24090,7,TA,Y,Ex,Y,ClearCr,1940
150900,1728,12640,6,TA,Y,TA,Y,Mitchel,1976
214000,2060,8755,7,Gd,Y,Ex,Y,Gilbert,1999
150000,1440,7711,4,TA,Y,TA,N,Edwards,1977
143000,1632,25000,5,TA,Y,TA,P,Mitchel,1967
137500,1344,14375,6,Gd,Y,Gd,Y,Timber,1958
124900,1869,8820,5,TA,Y,TA,Y,OldTown,1890
143000,1144,8163,5,TA,Y,TA,Y,NAmes,1959
270000,1629,14536,8,Gd,Y,Ex,Y,Timber,2002
192500,1776,14006,7,Gd,Y,Ex,Y,CollgCr,2002
197500,1381,9360,6,Gd,Y,TA,Y,NWAmes,1972
129000,864,7200,5,Gd,Y,Gd,Y,NAmes,1950
119900,965,7800,5,TA,Y,Gd,Y,SawyerW,1965
133900,768,7200,5,TA,Y,Gd,Y,CollgCr,1972
172000,1968,11075,5,TA,Y,Ex,Y,Mitchel,1969
127500,980,9400,6,TA,Y,TA,Y,Edwards,1975
145000,1958,7136,6,TA,N,TA,Y,Crawfor,1946
124000,1229,1300,6,TA,Y,TA,Y,Blueste,1980
132000,1057,7420,5,TA,Y,TA,Y,Sawyer,1962
185000,1337,8450,7,Gd,Y,Ex,Y,CollgCr,2003
155000,1416,2572,7,Gd,Y,Ex,Y,Somerst,1999
116500,858,7207,5,TA,Y,Gd,Y,BrkSide,1958
272000,2872,12227,6,TA,Y,TA,Y,NWAmes,1977
155000,1548,2308,6,Gd,Y,TA,Y,NPkVill,1976
239000,1800,11923,9,Ex,Y,Ex,Y,CollgCr,2007
214900,1894,11316,7,Gd,Y,Ex,Y,Timber,2002
178900,1484,10237,6,Gd,Y,Ex,Y,Gilbert,2005
160000,1308,9600,5,TA,Y,Ex,Y,Crawfor,1940
135000,1098,7390,5,TA,Y,TA,Y,NAmes,1955
37900,968,5925,3,TA,N,Fa,Y,OldTown,1910
140000,1095,10382,6,TA,Y,TA,Y,NAmes,1958
135000,1192,10800,4,TA,N,TA,Y,NAmes,1949
173000,1626,2268,7,Gd,Y,Ex,Y,NridgHt,2003
99500,918,7892,6,TA,Y,TA,Y,SawyerW,1979
182000,1428,11639,7,Gd,Y,Ex,Y,Somerst,2007
167500,2019,11414,7,Gd,N,TA,Y,BrkSide,1910
165000,1382,2651,7,Gd,Y,Ex,Y,Somerst,2000
85500,869,5900,4,Fa,Y,TA,Y,BrkSide,1923
199900,1241,4274,7,Gd,Y,Ex,Y,Somerst,2006
110000,894,9450,4,TA,Y,Ex,Y,Edwards,1954
139000,1121,8816,5,TA,Y,TA,Y,Sawyer,1963
178400,999,12122,7,Ex,Y,Gd,Y,NAmes,1961
336000,2612,12203,8,Gd,Y,Ex,Y,NoRidge,1998
159895,1266,3182,7,Gd,Y,Ex,Y,Blmngtn,2007
255900,2290,11250,8,Gd,Y,Ex,Y,CollgCr,2002
126000,1734,10125,5,Gd,Y,TA,Y,Mitchel,1977
125000,1164,10880,5,TA,N,TA,Y,Edwards,1950
117000,1635,5310,6,Gd,Y,Gd,Y,OldTown,1910
395192,1940,10159,9,Ex,Y,Ex,Y,NridgHt,2009
195000,2030,12046,6,Gd,Y,TA,Y,NWAmes,1976
197000,1576,8125,7,Gd,Y,Ex,Y,Somerst,2006
348000,2392,9452,8,Gd,Y,Ex,Y,NoRidge,1997
168000,1742,17671,8,Gd,Y,Gd,P,OldTown,1882
187000,1851,9760,6,Gd,Y,Gd,Y,NAmes,1964
173900,1500,8846,6,Gd,Y,Ex,Y,CollgCr,2005
337500,1718,12456,10,Ex,Y,Ex,Y,NridgHt,2006
121600,1230,4712,4,TA,Y,TA,Y,BrkSide,1946
136500,1050,10659,5,TA,Y,TA,Y,NAmes,1961
185000,1442,11717,6,TA,Y,TA,Y,NWAmes,1970
91000,1077,9786,3,TA,N,Fa,P,IDOTRR,1922
206000,1208,6762,7,Gd,Y,Ex,Y,CollgCr,2006
82000,944,10206,3,Fa,N,Fa,Y,Edwards,1952
86000,691,5400,5,Ex,Y,Ex,N,OldTown,1920
232000,1574,11957,8,Gd,Y,Ex,Y,Somerst,2006
136905,1680,11500,5,TA,Y,Fa,Y,NWAmes,1976
181000,1504,3182,7,Gd,Y,Ex,Y,Blmngtn,2005
149900,985,8385,5,TA,Y,TA,Y,CollgCr,1977
163500,1657,12155,6,TA,Y,Gd,Y,NAmes,1970
88000,1092,2217,4,TA,Y,TA,Y,MeadowV,1970
240000,1710,12118,7,Gd,Y,Ex,Y,Mitchel,2004
102000,1522,6000,5,TA,Y,Ex,P,SWISU,1926
135000,1271,21286,5,TA,Y,TA,Y,Sawyer,1948
100000,1664,9825,5,TA,N,TA,Y,Edwards,1965
165000,1502,10592,6,Gd,Y,TA,Y,Crawfor,1923
85000,1022,7200,5,TA,N,TA,Y,OldTown,1910
119200,1082,11664,6,TA,Y,TA,Y,NAmes,1948
227000,1665,8400,8,Gd,Y,Ex,Y,NWAmes,2001
203000,1504,11883,7,Gd,Y,Ex,Y,CollgCr,1996
187500,1360,5814,8,Gd,Y,Gd,Y,StoneBr,1984
160000,1472,10784,7,Gd,Y,Gd,Y,Gilbert,1991
213490,1506,3013,7,Gd,Y,Ex,Y,Blmngtn,2005
176000,1132,7024,4,Gd,Y,Ex,Y,Edwards,2005
194000,1220,7406,7,Gd,Y,Ex,Y,CollgCr,2006
87000,1248,9439,5,TA,Y,Gd,Y,OldTown,1930
191000,1504,3182,7,Gd,Y,Ex,Y,Blmngtn,2005
287000,2898,15498,8,Gd,Y,TA,Y,Timber,1976
112500,882,7700,5,TA,Y,TA,Y,CollgCr,1972
167500,1264,9300,5,TA,Y,TA,Y,NAmes,1960
293077,1646,9520,8,Gd,Y,Ex,Y,Timber,2007
105000,1376,9492,5,TA,Y,TA,Y,NAmes,1941
118000,1218,1680,6,TA,Y,Gd,Y,BrDale,1972
160000,1928,7082,5,TA,Y,Gd,N,SWISU,1916
197000,3082,15863,7,TA,Y,Ex,Y,SWISU,1920
310000,2520,14541,8,Gd,Y,Ex,Y,NoRidge,1993
230000,1654,8125,7,Gd,Y,Ex,Y,CollgCr,2002
119750,954,6305,5,Fa,Y,Ex,Y,Crawfor,1938
84000,845,11500,4,TA,N,Ex,N,Edwards,1957
315500,1620,12898,9,Ex,Y,Ex,Y,Timber,2007
287000,2263,9240,8,Gd,Y,Ex,Y,CollgCr,2001
97000,1344,1533,4,TA,Y,TA,Y,MeadowV,1970
80000,630,1477,4,TA,Y,TA,Y,MeadowV,1970
155000,1803,13125,5,TA,Y,Ex,Y,Sawyer,1957
173000,1632,9130,6,Gd,Y,Gd,Y,NWAmes,1966
196000,1306,5381,6,Gd,Y,Ex,Y,NridgHt,2005
262280,2329,11839,7,Gd,Y,Ex,Y,SawyerW,1990
278000,2524,9600,8,Gd,Y,TA,Y,NWAmes,1981
139600,1733,13680,3,TA,Y,Ex,Y,Edwards,1955
556581,2868,16056,9,Ex,Y,Ex,Y,StoneBr,2005
145000,990,9245,5,TA,Y,Ex,Y,CollgCr,1994
115000,1771,21750,5,TA,Y,TA,Y,Mitchel,1960
84900,930,11100,4,Gd,Y,Ex,Y,Edwards,1946
176485,1302,8993,7,Gd,Y,Ex,Y,Gilbert,2007
200141,1316,11175,7,Gd,Y,Ex,Y,CollgCr,2007
165000,1977,9500,6,TA,Y,TA,Y,NAmes,1964
144500,1526,8562,5,TA,Y,Ex,Y,Edwards,1957
255000,1989,11367,8,Gd,Y,Ex,Y,CollgCr,2002
180000,1523,11361,6,TA,Y,TA,Y,NWAmes,1976
185850,1364,7052,7,Gd,Y,Ex,Y,NridgHt,2005
248000,1850,29959,7,Gd,Y,Ex,Y,NoRidge,1994
335000,2184,11308,9,Ex,Y,Ex,Y,NridgHt,2008
220000,1991,11275,6,TA,Y,TA,Y,Crawfor,1932
213500,1338,4920,8,Gd,Y,Ex,Y,StoneBr,2001
81000,894,18000,3,TA,Y,TA,Y,IDOTRR,1935
90000,2337,13600,5,TA,N,TA,Y,OldTown,1900
110500,1103,6000,6,Gd,Y,Gd,Y,OldTown,1925
154000,1154,11000,5,TA,Y,Ex,Y,NAmes,1966
328000,2260,14000,7,Gd,Y,Ex,Y,ClearCr,1996
178000,1571,7837,6,TA,Y,Gd,Y,Gilbert,1993
167900,1611,9760,6,TA,Y,TA,Y,NAmes,1964
151400,2521,3964,6,TA,Y,Gd,Y,MeadowV,1973
135000,893,9600,5,Gd,Y,TA,Y,NAmes,1949
135000,1048,10152,5,TA,Y,TA,Y,NAmes,1956
154000,1556,11700,6,TA,Y,Ex,Y,NWAmes,1968
91500,1456,7585,5,TA,Y,Fa,P,Edwards,1948
159500,1426,7950,6,TA,Y,TA,Y,Edwards,1977
194000,1240,8556,7,Gd,Y,Ex,Y,CollgCr,2006
219500,1740,13125,7,TA,Y,TA,Y,Crawfor,1940
170000,1466,10800,5,Gd,Y,Gd,Y,OldTown,1936
138800,1096,15870,5,TA,Y,Ex,Y,NAmes,1969
155900,848,4435,6,Gd,Y,Ex,Y,CollgCr,2004
126000,990,8775,5,TA,Y,Gd,Y,CollgCr,1994
145000,1258,11040,6,Gd,Y,Ex,Y,NWAmes,1971
133000,1040,7500,5,TA,Y,Fa,Y,Sawyer,1963
192000,1459,8749,7,Gd,Y,Ex,Y,CollgCr,2002
160000,1251,8800,6,TA,Y,TA,Y,NAmes,1964
187500,1498,13031,6,TA,Y,Gd,Y,Gilbert,1995
147000,996,9069,6,Gd,Y,Ex,Y,SawyerW,1992
83500,1092,1974,4,TA,Y,TA,Y,MeadowV,1973
252000,1953,10574,8,Gd,Y,Ex,Y,Somerst,2005
137500,1709,2522,7,Gd,Y,Ex,Y,Edwards,2004
197000,1247,3316,8,Gd,Y,Ex,Y,Somerst,2005
92900,1040,8544,3,TA,N,Fa,Y,NAmes,1950
160000,1252,2160,7,Gd,Y,Ex,Y,Somerst,1999
136500,1694,8400,6,TA,Y,Fa,Y,SWISU,1925
146000,1200,9230,5,Gd,Y,Gd,Y,NAmes,1965
129000,936,5868,5,TA,Y,Ex,Y,NAmes,1956
176432,1314,9317,6,Gd,Y,Gd,Y,CollgCr,2006
127000,1355,6882,6,Gd,Y,TA,Y,IDOTRR,1914
170000,1088,3696,8,Gd,Y,Ex,Y,StoneBr,1986
128000,1324,6000,4,TA,Y,TA,Y,BrkSide,1936
157000,1601,11880,7,TA,Y,TA,Y,NWAmes,1978
60000,438,8400,2,Fa,N,TA,N,SWISU,1920
119500,950,9758,5,TA,Y,TA,Y,NAmes,1971
135000,1134,7000,5,TA,Y,Ex,Y,NAmes,1960
159500,1194,8910,6,TA,Y,Ex,Y,NAmes,1959
106000,1302,2016,5,TA,Y,TA,Y,BrDale,1970
325000,2622,12256,8,Gd,Y,Ex,Y,NoRidge,1994
179900,1442,10357,7,Gd,Y,Gd,Y,SawyerW,1990
274725,2021,23257,7,Gd,Y,Ex,Y,Gilbert,2006
181000,1690,8063,6,TA,Y,Ex,Y,Gilbert,2000
280000,1836,11362,8,Gd,Y,Ex,Y,NridgHt,2004
188000,1658,8000,6,TA,Y,Gd,Y,Gilbert,1995
205000,1964,10480,7,TA,Y,TA,Y,NWAmes,1976
129900,816,7100,5,TA,Y,TA,Y,NAmes,1957
134500,1008,8923,5,Gd,Y,Gd,Y,NAmes,1953
117000,833,5400,5,Gd,Y,Ex,Y,OldTown,1954
318000,1734,12085,8,Ex,Y,Ex,Y,NridgHt,2007
184100,1419,7750,8,Gd,Y,Ex,Y,Gilbert,2002
130000,894,9764,5,Gd,Y,Ex,Y,Sawyer,1967
140000,1601,13825,5,TA,Y,TA,Y,Sawyer,1958
133700,1040,7560,5,TA,Y,TA,Y,NAmes,1959
118400,1012,8263,6,TA,Y,TA,Y,IDOTRR,1920
212900,1552,10084,7,Gd,Y,Ex,Y,CollgCr,2005
112000,960,8926,4,TA,Y,Ex,Y,Edwards,1956
118000,698,9405,5,TA,Y,Ex,Y,Edwards,1947
163900,1482,9125,7,Gd,Y,Gd,Y,Gilbert,1992
115000,1005,10434,4,Fa,Y,TA,Y,NAmes,1955
174000,1555,3684,7,Gd,Y,Ex,Y,Blmngtn,2007
259000,1530,14572,7,Gd,Y,Ex,Y,Gilbert,2004
215000,1959,11796,7,Gd,Y,Ex,Y,Gilbert,2004
140000,936,7200,5,TA,Y,TA,Y,OldTown,1980
135000,1981,7804,4,Gd,Y,TA,Y,SWISU,1928
93500,974,10712,5,TA,Y,TA,Y,Mitchel,1991
117500,2210,9900,6,Fa,Y,TA,N,OldTown,1880
239500,2020,9828,8,Gd,Y,Ex,Y,SawyerW,1995
169000,1600,8773,6,TA,Y,Gd,Y,Gilbert,1997
102000,986,6180,6,TA,N,TA,Y,BrkSide,1926
119000,1252,9600,6,TA,Y,TA,Y,NAmes,1950
94000,1020,6342,5,TA,N,Gd,N,Sawyer,1875
196000,1567,9819,6,Gd,Y,TA,Y,Mitchel,1977
144000,1167,8731,5,TA,Y,TA,Y,BrkSide,1920
139000,952,7350,5,TA,Y,TA,Y,NAmes,1951
197500,1868,10304,5,Gd,Y,Ex,Y,NWAmes,1976
424870,2828,9965,8,Gd,Y,Ex,Y,CollgCr,2006
80000,1006,9000,5,TA,Y,TA,Y,Sawyer,1959
80000,924,12180,4,Fa,N,Fa,Y,Edwards,1941
149000,1576,6240,5,TA,Y,Ex,Y,BrkSide,1928
180000,1298,11200,6,Gd,Y,TA,Y,SawyerW,1985
174500,1564,12000,7,Fa,Y,Ex,Y,Crawfor,1941
116900,1111,5700,7,TA,Y,TA,Y,OldTown,1926
143000,1482,9000,7,TA,Y,Ex,Y,OldTown,1920
124000,932,8280,6,Gd,Y,Ex,Y,NAmes,1950
149900,1466,17755,5,Fa,Y,TA,Y,Edwards,1959
230000,1811,14115,6,Ex,Y,Ex,Y,Crawfor,1956
120500,816,5890,6,TA,Y,Ex,Y,IDOTRR,1930
201800,1820,13700,7,Gd,Y,TA,Y,NAmes,1965
218000,1437,10768,5,Gd,Y,TA,Y,Veenker,1976
179900,1265,9350,5,Gd,Y,Gd,Y,NAmes,1965
230000,1314,5001,7,Gd,Y,Ex,Y,NridgHt,2007
235128,1580,11932,8,Gd,Y,Ex,Y,Somerst,2007
185000,1876,9120,6,Gd,Y,TA,Y,NWAmes,1974
146000,1456,2280,6,TA,Y,Fa,Y,NPkVill,1978
224000,1640,14778,6,Gd,Y,Ex,Y,Crawfor,1954
129000,894,8724,5,TA,Y,Gd,Y,Sawyer,1968
108959,1258,12900,4,TA,Y,TA,Y,Sawyer,1969
194000,1432,16157,5,Gd,Y,Ex,Y,Veenker,1978
233170,1502,9541,7,Gd,Y,Ex,Y,NridgHt,2009
245350,1694,10475,8,Gd,Y,Ex,Y,CollgCr,2008
173000,1671,10852,6,TA,Y,Ex,Y,Gilbert,2000
235000,2108,13728,6,Gd,Y,Ex,Y,Edwards,1935
625000,3627,35760,10,Gd,Y,Ex,Y,NoRidge,1995
171000,1118,9880,6,TA,Y,TA,Y,Mitchel,1977
163000,1261,9120,6,TA,Y,Ex,Y,NAmes,1958
171900,1250,4017,7,Gd,Y,Ex,Y,Somerst,2006
200500,3086,18030,5,Ex,Y,TA,Y,ClearCr,1946
239000,2345,16560,6,TA,Y,TA,Y,Crawfor,1932
285000,2872,10678,8,Gd,Y,Ex,Y,NoRidge,1992
119500,923,6951,5,TA,Y,TA,Y,Mitchel,1984
115000,1224,3950,6,TA,Y,TA,N,OldTown,1926
154900,1343,7681,5,TA,Y,Ex,Y,Crawfor,1921
93000,1124,8335,5,TA,Y,Gd,N,Edwards,1954
250000,2514,11170,7,TA,Y,Ex,Y,Timber,1990
392500,1652,5587,8,Gd,Y,Ex,Y,Crawfor,2008
745000,4476,15623,10,Ex,Y,Ex,Y,NoRidge,1996
120000,1130,10800,5,TA,Y,Ex,Y,OldTown,1920
186700,1572,35133,5,TA,Y,Gd,Y,Timber,1963
104900,1221,9738,5,TA,Y,Gd,Y,Edwards,1924
95000,1699,10615,3,TA,Y,TA,Y,OldTown,1900
262000,1624,12461,8,Gd,Y,Ex,Y,NoRidge,1994
195000,1660,8935,7,Gd,Y,Ex,Y,CollgCr,2002
189000,1804,7500,7,Gd,Y,Gd,Y,Gilbert,1999
168000,1622,32463,4,TA,Y,Ex,Y,Mitchel,1961
174000,1441,2645,8,Gd,Y,Ex,Y,Somerst,1999
125000,1472,9600,5,Gd,Y,Gd,P,OldTown,1925
165000,1224,4500,6,TA,Y,Ex,Y,Mitchel,1999
158000,1352,9364,6,TA,Y,TA,Y,Sawyer,1969
176000,1456,8029,6,Gd,Y,Ex,Y,Gilbert,2005
219210,1863,14054,7,Gd,Y,Ex,Y,Gilbert,2006
144000,1690,8850,7,TA,Y,Ex,Y,OldTown,1916
178000,1212,9100,7,Gd,Y,Ex,Y,CollgCr,2001
148000,1382,11235,4,TA,Y,Gd,Y,Sawyer,1963
116050,864,9353,4,TA,Y,Gd,Y,NAmes,1970
197900,1779,10400,7,Gd,Y,Ex,Y,CollgCr,1998
117000,1348,6000,5,TA,Y,Ex,N,BrkSide,1925
213000,1630,9750,7,Gd,Y,Ex,Y,CollgCr,2000
153500,1074,10140,5,TA,Y,Ex,Y,NWAmes,1975
271900,2196,14684,7,Gd,Y,Gd,Y,SawyerW,1990
107000,1056,8900,4,TA,Y,TA,Y,SawyerW,1966
200000,1700,9135,6,Gd,Y,Ex,Y,CollgCr,2003
140000,1283,7763,5,TA,Y,TA,Y,NAmes,1962
290000,1660,10182,8,Gd,Y,Ex,Y,Somerst,2006
189000,1845,11218,6,Gd,Y,Ex,Y,SawyerW,1992
164000,1752,12134,8,TA,Y,Gd,Y,Gilbert,1988
113000,672,9340,4,TA,Y,TA,N,Edwards,1941
145000,960,10246,4,TA,Y,Ex,Y,Sawyer,1965
134500,999,10205,5,TA,Y,TA,Y,NAmes,1962
125000,894,7094,5,TA,Y,TA,Y,Sawyer,1966
112000,1902,8930,6,TA,Y,TA,Y,Sawyer,1978
229456,1314,8640,8,Gd,Y,Ex,Y,Somerst,2009
80500,912,6240,4,TA,N,Gd,N,BrkSide,1947
91500,1218,1680,6,TA,Y,TA,N,BrDale,1971
115000,912,7800,5,TA,Y,TA,Y,NAmes,1964
134000,1211,8250,5,TA,Y,Ex,Y,Sawyer,1968
143000,1846,10496,6,TA,Y,Ex,Y,NAmes,1949
137900,2136,10680,5,TA,N,TA,Y,NAmes,1951
184000,1490,15384,7,Gd,Y,Ex,Y,Gilbert,2004
145000,1138,10482,6,TA,Y,Ex,Y,NAmes,1958
214000,1933,14598,6,Gd,Y,Ex,Y,Somerst,2007
147000,912,8872,5,Gd,Y,Ex,Y,NAmes,1965
367294,1702,8769,9,Ex,Y,Ex,Y,NridgHt,2008
127000,1507,7910,5,TA,Y,Gd,Y,NAmes,1960
190000,2620,18890,5,TA,Y,Ex,N,Sawyer,1977
132500,1190,7728,5,TA,Y,TA,Y,NAmes,1962
101800,1224,9842,4,TA,Y,TA,Y,NAmes,1962
142000,1188,12160,5,TA,Y,Fa,Y,NAmes,1959
130000,1964,8525,5,TA,N,TA,N,SWISU,1911
138887,1784,13132,5,TA,Y,Gd,N,Crawfor,1914
175500,1626,2628,7,Gd,Y,Ex,Y,NridgHt,2003
195000,1948,12393,7,Gd,Y,Ex,Y,CollgCr,2004
142500,1141,13072,6,TA,Y,Ex,Y,SawyerW,2005
265900,1484,9037,8,Ex,Y,Ex,Y,Timber,2006
224900,1768,8158,7,Gd,Y,Ex,Y,CollgCr,2003
248328,1689,9849,7,Gd,Y,Ex,Y,Somerst,2007
170000,1173,10625,7,Gd,Y,TA,Y,NWAmes,1974
465000,2076,13891,10,Ex,Y,Ex,Y,NridgHt,2006
230000,1517,11435,8,Gd,Y,Fa,Y,Crawfor,1929
178000,1868,12090,6,TA,Y,Ex,Y,NWAmes,1984
186500,1553,8125,7,Gd,Y,Ex,Y,Somerst,2005
169900,1034,12328,6,TA,Y,TA,Y,Mitchel,1976
129500,2058,9600,6,TA,N,Fa,P,OldTown,1917
119000,988,7200,5,TA,Y,TA,Y,NAmes,1950
244000,2110,11160,7,Ex,Y,Ex,Y,NAmes,1968
171750,1405,3136,7,Gd,Y,Ex,Y,NridgHt,2003
130000,874,9858,5,TA,Y,TA,Y,Mitchel,1968
294000,2167,17542,7,Gd,Y,TA,Y,Veenker,1974
165400,1656,6931,7,Gd,Y,Ex,Y,Edwards,2003
127500,1367,6240,6,TA,Y,TA,Y,BrkSide,1931
301500,1987,14303,8,Gd,Y,Ex,Y,NoRidge,1994
99900,864,4060,5,TA,Y,Ex,Y,Edwards,1922
190000,1166,9587,7,Gd,Y,Ex,Y,Gilbert,2005
151000,1054,9750,6,TA,Y,Gd,Y,NAmes,1969
181000,1675,24682,6,TA,Y,Ex,Y,Gilbert,1999
128900,1050,9600,5,TA,Y,Gd,Y,NAmes,1956
161500,1788,11250,4,TA,Y,Ex,Y,ClearCr,1957
180500,1824,13515,6,TA,Y,Ex,N,BrkSide,1919
181000,1337,4060,6,Gd,Y,Ex,Y,NAmes,1998
183900,1452,3735,7,Gd,Y,Ex,Y,Somerst,1999
122000,1889,10120,7,TA,N,TA,N,OldTown,1910
378500,2018,13214,9,Ex,Y,Ex,Y,Timber,2008
381000,3447,14100,8,Gd,Y,Ex,Y,Crawfor,1935
144000,1524,11344,5,TA,Y,TA,Y,NAmes,1958
260000,1524,23595,7,Gd,Y,TA,Y,ClearCr,1979
185750,1489,9156,6,Gd,Y,Gd,Y,NWAmes,1968
137000,935,13526,5,TA,Y,TA,Y,Sawyer,1965
177000,1357,11512,6,Ex,Y,Gd,Y,Edwards,1959
139000,1250,5362,5,TA,Y,Ex,Y,Crawfor,1910
137000,1920,11345,5,TA,Y,Gd,Y,NAmes,1948
162000,1395,12936,6,TA,Y,TA,Y,NWAmes,1972
197900,1724,17871,6,TA,Y,Fa,Y,NWAmes,1967
237000,2031,9473,8,Gd,Y,Ex,Y,CollgCr,2002
68400,1128,7500,4,TA,Y,TA,Y,IDOTRR,1920
227000,1573,9808,7,Gd,Y,Ex,Y,CollgCr,2002
180000,1339,8049,7,TA,Y,TA,Y,Timber,1990
150500,1040,8800,5,Gd,Y,TA,Y,CollgCr,1977
